x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64
-1.063913483172655,-0.6143858283758163,3.589293621480465,0.6274942271411419,-0.8616227377206087,-3.317371167242527,1.1785883447155356,0.23242050036787987,-1.0239350507035851,-1.8238929342478514,3.2738034054636955,1.309331113792723,-0.6310365507379174,-0.7932124584913254,-2.0570351369678974,-1.144334726035595,-0.5878555374220014,1.2707488196901977,1.4775301204062998,0.8560665948316455,1.5699244476854801,0.7508510191401001,3.0126952677965164,-0.9168094181804918,0.648288875236176,2.5077166743576527,-1.7544316807761788,1.4066630396991968,0.14111835160292685,-1.4456960051320493,-0.2046915702521801,-0.33259192551486194,-3.0772901624441147,-1.5676613440737128,0.08525089034810662,1.5096106545533985,1.3470040336251259,1.4963989533134736,3.7045228332281113,-0.742545323446393,2.170031176880002,1.8594572246074677,-1.5340868745697662,-3.8071575313806534,2.105048870667815,-1.2671421936247498,-0.7641791217029095,-1.627831233665347,0.12744536600075662,-0.7387200500816107,0.7602339040022343,1.0724863074719906,-0.9743561702780426,2.912581279873848,3.525941774249077,-1.2649485184811056,0.6254170717438683,-2.229896068572998,0.016373999416828156,-0.5110482899472117,1.0557085201144218,-2.2898673973977566,-1.1774627454578876,0.5439103352837265
-1.1329250065609813,-1.0988339707255363,4.195835381746292,1.2505009016022086,-1.1716636365745217,-2.9940807074308395,0.7231266391463578,-0.3586028980789706,-0.44270960782887414,-1.6228448520414531,2.6955790743231773,0.8208810167852789,-1.6179554853588343,-1.1984734050929546,-0.7420096516143531,0.19852318242192268,-0.12151633307803422,-0.0729669057764113,-0.1670354574234807,2.3308740444481373,1.9930201023817062,0.7537583943922073,2.7405556738376617,-0.9615524802356958,0.8574616573750973,2.5771926194429398,-2.1084060817956924,0.6111621703021228,-0.753341450355947,-1.7168460804969072,-0.004807097257071291,-0.6903895689174533,-3.841167539358139,-1.170533468015492,0.3048397535458207,1.2231002813205123,1.8290490710642189,2.2718458622694016,3.714485317468643,0.16703003272414207,2.396251507103443,2.082719650119543,0.47596179228276014,-2.9095406532287598,1.4739510940999025,-1.4344235137104988,0.7833163263276219,-0.24802247271873057,-0.023709584958851337,-3.0712613128125668,1.6909965219674632,-0.2806922341696918,-0.6409767139703035,3.3249376118183136,2.763854317367077,-0.24399733124300838,0.3169526100391522,-0.9857711319345981,-1.534396720584482,0.3805183927761391,0.7339743075426668,-2.1288505475968122,-0.058132810321694706,0.9713114704936743
-0.7007358453702182,-0.2571193070616573,3.8519901633262634,1.6406409405171871,-0.6190818124450743,-3.63105171918869,-0.25481273600598797,-1.0225593568757176,-2.0788176879286766,-3.4523264169692993,2.648869775235653,0.9271948132663965,0.10895021189935505,-1.9830165281891823,-0.834739630605327,-1.9153377301990986,-1.5787406479939818,0.5186165715567768,1.813560371287167,1.7170627983286977,1.1993829931598157,0.6861237945850007,2.3422344252467155,0.14285889780148864,0.43688804225530475,2.679252192378044,-2.080836821347475,1.1595043044071645,-0.5262497067451477,-0.546734643750824,-0.053631051909178495,-0.6219739004736766,-3.039610907435417,-1.6332122310996056,2.128091718070209,1.04824853973696,-1.2180325533263385,0.9128127293661237,3.7831188440322876,1.0918986038304865,1.6904310612007976,0.9074357324279845,-0.5873412303626537,-2.915046453475952,0.16395047027617693,-2.3975724205374718,-0.4766625575721264,-1.6185134295374155,0.33446024934528396,-1.0616225870326161,2.0140665844082832,1.0056069660931826,0.332437025354011,2.711926758289337,2.5412780568003654,-0.6518130144104362,-0.17319971416145563,-2.216043282300234,0.060967912431806326,-0.20591441943543032,0.48522177897393703,-2.9233629927039146,-0.6001205208012834,0.27465940528782085
-1.1327011734247208,-0.5665430172812194,3.758165642619133,0.8971935356967151,-1.4337923843413591,-4.125736370682716,-0.43981453962624073,0.08862798195332289,-1.8270401135087013,-2.621322937309742,2.840720124542713,1.6175398966297507,-0.9440293490188196,-1.1821371612604707,-1.0161453974433243,-1.5717063937336206,-1.3562886696308851,0.9662964772433043,0.49281852319836617,0.7781280195340514,2.16447592061013,-0.35118822753429413,3.2075094133615494,-0.5483706077684474,1.2845035959035158,2.775661952793598,-2.3797967126592994,0.6928019358601887,-0.28768238611519337,-1.8836949169635773,-1.4780377440620214,-0.3742836266756058,-2.1609077332541347,-1.6164378598332405,1.9229433871805668,1.6039932174608111,0.5802042332179553,1.5207948721945286,2.943778336048126,0.09461710415780544,1.7900844030082226,2.266821961849928,-1.508937039412558,-2.646217353641987,0.9960195291787386,-1.4748075604438782,-0.6441492736630607,-1.0893211290240288,0.474837826564908,-1.1114953202195466,1.4600516967475414,0.601010371465236,0.3380546167027205,3.0336796641349792,3.2543754428625107,0.021766636171378195,0.039200506173074245,-2.074748359620571,-0.5721004060469568,0.23038249276578426,0.6917019039392471,-2.726322263479233,-0.4694598199566826,0.15349131170660257
-0.91064152342733,-0.062343234196305275,3.9357282668352127,1.0936886875424534,-0.6710743503645062,-4.008127078413963,0.03105097822844982,-0.29106078553013504,-1.1429517278447747,-1.8187263160943985,2.990585081279278,1.6945253666490316,0.1282273142132908,-1.6189765930175781,-1.2160733193159103,-0.987464964389801,-1.35604702308774,1.0749762672930956,0.9861022303812206,1.683531265705824,2.324853867292404,0.8884415589272976,2.6792069412767887,-0.8089214935898781,0.6600556503981352,2.340988837182522,-2.8761916533112526,1.3152361903339624,-0.229706248966977,-0.7809472549706697,-0.9084539704490453,-0.5455931106116623,-2.4079081304371357,-1.0482353772968054,1.4858407168649137,0.9302099943161011,0.15417860634624958,1.3283668248914182,4.181331008672714,0.6024652668274939,1.9685909189283848,1.4841208644211292,-0.3167684702202678,-3.5313809365034103,0.13417611457407475,-0.794906459748745,-0.3588038207963109,-1.1600688332691789,-0.1013771170983091,-1.9198883678764105,1.991145271807909,0.9385209050960839,0.013645773637108505,2.5000784136354923,3.216843158006668,-0.4333156067878008,0.2903553955256939,-1.9798547945683822,-0.15240709570934996,-0.7713670879602432,0.585772892460227,-3.236852779984474,-0.828120332211256,0.12198460823856294
-0.8389544142410159,0.11735306319314986,3.983845219016075,0.40356899495236576,-1.1413802456809208,-3.189679905772209,-0.2400453962618485,-1.8655746979638934,-1.1460346006788313,-2.228182580322027,2.1934752576053143,1.2049704594537616,-0.7665808803867549,-1.3914663917385042,-1.4916760371997952,-1.6744511220604181,-1.4879328031092882,0.5843913219869137,1.1764186779037118,-0.03423162049148232,0.8802451895317063,-0.0684094273019582,2.3986936137080193,0.2024168816569727,0.3840042562078452,2.996715247631073,-2.216607019305229,0.4873746975790709,-0.8977828901261091,-2.084551837295294,-0.46612195298075676,-0.4720489950850606,-3.523842327296734,-0.9015043422114104,0.7487343006650917,1.4395207753404975,0.5587459241505712,1.5760494591668248,2.0287944432348013,0.49577366560697556,3.0477999970316887,1.70328546827659,-2.158099604770541,-3.66785154491663,1.3737340876832604,-2.15421799197793,-1.3538543172180653,-1.33850333141163,0.9423012589104474,-2.5417447462677956,1.257255768403411,0.9749229955486953,-0.5877083325758576,2.6809761971235275,2.977436378598213,-0.13722644187510014,0.732268474297598,-1.647057432681322,-1.3791081300005317,1.0647162166424096,0.8556156009435654,-2.273466445505619,-0.11027259659022093,1.6146037513390183
-0.266047966608312,-0.030845693545415998,4.457318335771561,1.2654666658490896,-0.716377649223432,-3.057482123374939,-0.31080865941476077,-0.8366261944174767,-1.08381964918226,-2.8203283920884132,2.487958550453186,0.47369704954326153,0.30584428645670414,-1.776684693992138,-1.7964706663042307,-1.858213393483311,-1.4755938798189163,0.43303366750478745,0.9306709473021328,1.5103290006518364,1.1653415467590094,1.1289626372163184,2.648046024143696,-0.4434034205041826,-0.3193175788037479,3.3323281556367874,-2.586341418325901,1.1052427981048822,-1.0099666298483498,-0.938720477570314,0.14653145393822342,-0.23766626603901386,-3.843873731791973,-1.1869012955576181,1.4034076795796864,0.8090428989380598,-0.05719724815571681,1.39104854920879,3.464471213519573,1.507529238704592,2.185996163636446,0.4893423318862915,-0.7227388201281428,-2.8460576087236404,0.4736299110809341,-1.8212206065654755,-0.20389107243681792,-1.6149453350808471,-0.14297752431593835,-1.9244376756250858,1.4863594565540552,1.4827215392142534,-0.5614465095568448,3.1393038034439087,2.3957347497344017,-0.6534011289477348,0.7781966510228813,-1.7805452290922403,-0.5180542741436511,-0.13832063786685467,0.8617073278874159,-2.7651936188340187,-0.311455518938601,1.072340089827776
-0.8226667894050479,-0.4480496186297387,3.5793122053146362,0.6195471636019647,-1.4198896372690797,-2.882088892161846,-0.18858229834586382,-1.0105156925565097,-2.3194334586150944,-2.535678170621395,2.166700705885887,1.6103694457560778,-1.5463122595101595,-1.0308754856232554,-0.39990525087341666,-1.5549235586076975,-1.205467576161027,0.2978946673683822,0.5887534022331238,0.8472275235690176,1.4657454742118716,-1.0206999201327562,3.3955788761377335,-0.3686941743362695,1.8060207553207874,2.7478606179356575,-2.08990472368896,-0.2710212464444339,-0.21694740932434797,-2.243041604757309,-0.7989158714190125,0.05556520588288549,-2.6552169285714626,-2.082516889087856,1.7962527547497302,1.6889008674770594,-0.25228752568364143,2.631000153720379,2.2311731055378914,0.28350806812522933,3.2088489681482315,1.9750589728355408,-1.595432238013018,-2.667683430016041,0.7573693390877452,-2.4048005156219006,-0.8765013692900538,-1.5703551229089499,0.26676755119115114,-1.5071933008730412,2.085889870300889,0.6972554894164205,0.9543552007526159,2.8221935518085957,2.6613803803920746,0.3183874594978988,-0.19939388032071292,-1.7997801415622234,-0.2901518882717937,0.2792558870278299,0.83064154535532,-2.202378762885928,-0.12493169587105513,1.3415873565827496
-0.7318675369024277,-0.6219841158017516,3.7290568500757217,0.7150118052959442,-0.5413959487050306,-3.5973687320947647,-1.0729955311398953,-0.4317178828641772,-1.9493290446698666,-3.1931725777685642,2.2719277143478394,1.1032930929213762,-0.4288431708700955,-0.8972291788086295,-1.3169902940280735,-2.2381956707686186,-1.9879473224282265,0.5849616192281246,0.4933426156640053,0.9007362201809883,1.8898123279213905,-0.26272869296371937,3.1471209973096848,-0.620746023952961,0.517425078433007,3.092497728765011,-3.240856721997261,0.5462411098415032,-0.8189906068146229,-1.6931783724576235,-1.1776460371911526,-0.11674864459200762,-2.069334153085947,-1.2422813100274652,2.8356800749897957,1.2047743606381118,0.19835371361114085,1.6456042619538493,2.85759374499321,1.4176498176530004,2.1238597717601806,0.8136907210573554,-1.2730027064681053,-2.190545964986086,0.10128096118569374,-1.4512517638504505,0.33466922168736346,-1.623544430360198,-0.06883822102099657,-0.7987545910291374,1.088343696668744,1.4270748312119395,0.5088323606178164,2.6947771087288857,2.8839516416192055,0.6133189651300199,0.8124542157020187,-2.3473067469894886,-0.14647903619334102,-0.004381533712148666,0.9834064720198512,-3.312837451696396,-0.7088243076577783,0.39145664777606726
-0.607536592753604,-0.7130755018442869,4.328397825360298,1.2713461983948946,-0.7916427165619098,-2.2809906266629696,0.18113886599894613,-0.6107198940590024,-0.8260937151499093,-2.6181226819753647,2.4430975280702114,0.4714132740627974,-1.0776443565264344,-1.3385548517107964,-1.335110442712903,-0.9995460510253906,-0.608638662728481,-0.2500446764752269,0.8083026853855699,2.1702798269689083,1.7274963222444057,0.29978257324546576,3.3782032877206802,-1.0590483155101538,0.723412686958909,2.8663733080029488,-2.1596501879394054,0.46224880451336503,-0.4310982022434473,-1.0680131835397333,0.3638082630932331,0.28631705418229103,-3.717360183596611,-1.2633406589739025,1.6200354475295171,0.8923069462180138,-0.005911803804337978,2.8911411464214325,4.042706072330475,0.32741639227606356,2.4726616251282394,1.1237640674225986,0.02496896032243967,-2.8636446073651314,0.8789753876626492,-2.396418459713459,0.8231689827516675,-1.1172233447432518,-1.2406829036772251,-1.6992539977654815,1.7574184350669384,0.28644370567053556,0.18198945000767708,3.2940396815538406,2.494308188557625,-0.7376192944066133,0.3821880351752043,-1.5244603666942567,-0.31592202465981245,-1.024742259643972,0.6926320904167369,-2.5284756030887365,0.1982529405504465,0.5412737198348623
